config_id,seed,d,rho,s,alpha,dimension,status,empirical_kappa,exact_kappa_alpha,exact_absolute_error,exact_relative_error,rho_squared_d,approximation_signed_error,approximation_absolute_error
cfg_5622e24c7ebb3b9c,202608083,20,-0.4,4.0,1.0,4,success,1.0,1.0,0.0,0.0,,,
cfg_5622e24c7ebb3b9c,202608084,20,-0.4,4.0,1.0,4,success,1.0,1.0,0.0,0.0,,,
cfg_5631a62ab6a39afb,202608080,2,-0.8,1.0,0.5,4,success,0.025743284574093066,0.023809523809523798,0.0019337607645692687,0.08121795211190933,,,
cfg_5631a62ab6a39afb,202608081,2,-0.8,1.0,0.5,4,success,0.02094523052657854,0.023809523809523798,0.002864293282945258,0.1203003178837009,,,
cfg_5631a62ab6a39afb,202608082,2,-0.8,1.0,0.5,4,success,0.022289518475394725,0.023809523809523798,0.001520005334129073,0.0638402240334211,,,
cfg_5631a62ab6a39afb,202608083,2,-0.8,1.0,0.5,4,success,0.021532698842072654,0.023809523809523798,0.0022768249674511437,0.09562664863294808,,,
cfg_5631a62ab6a39afb,202608084,2,-0.8,1.0,0.5,4,success,0.028320252729143992,0.023809523809523798,0.0045107289196201945,0.18945061462404827,,,
cfg_56d051dc277ff46f,202608080,20,-0.4,4.0,0.0,4,success,0.7283586200708255,0.7339449541284404,0.0055863340576148834,0.0076113801535002785,3.2000000000000006,2.46605504587156,2.46605504587156
cfg_56d051dc277ff46f,202608081,20,-0.4,4.0,0.0,4,success,0.7239872062560151,0.7339449541284404,0.009957747872425315,0.013567431476179491,3.2000000000000006,2.46605504587156,2.46605504587156
cfg_56d051dc277ff46f,202608082,20,-0.4,4.0,0.0,4,success,0.7170935475522141,0.7339449541284404,0.016851406576226302,0.022960041460108334,3.2000000000000006,2.46605504587156,2.46605504587156
cfg_56d051dc277ff46f,202608083,20,-0.4,4.0,0.0,4,success,0.7380432423329801,0.7339449541284404,0.004098288204539724,0.005583917678685373,3.2000000000000006,2.46605504587156,2.46605504587156
cfg_56d051dc277ff46f,202608084,20,-0.4,4.0,0.0,4,success,0.7140939859267493,0.7339449541284404,0.019850968201691077,0.02704694417480409,3.2000000000000006,2.46605504587156,2.46605504587156
cfg_5775ccc3e7337cf4,202608080,20,-0.8,0.1,0.75,4,success,0.5204219634607513,0.5347002806071721,0.014278317146420805,0.02670340312933302,,,
cfg_5775ccc3e7337cf4,202608081,20,-0.8,0.1,0.75,4,success,0.5464982157642292,0.5347002806071721,0.011797935157057071,0.022064576333605205,,,
cfg_5775ccc3e7337cf4,202608082,20,-0.8,0.1,0.75,4,success,0.5434805466127478,0.5347002806071721,0.008780266005575688,0.016420911534973142,,,
cfg_5775ccc3e7337cf4,202608083,20,-0.8,0.1,0.75,4,success,0.5454499422240151,0.5347002806071721,0.010749661616842987,0.020104088227962672,,,
cfg_5775ccc3e7337cf4,202608084,20,-0.8,0.1,0.75,4,success,0.5573774914395746,0.5347002806071721,0.022677210832402483,0.04241106963073157,,,
cfg_58c6a5559b69abe6,202608080,20,0.8,0.1,0.25,4,success,8.329075184669211,7.884326831264495,0.44474835340471586,0.05640917264377113,,,
cfg_58c6a5559b69abe6,202608081,20,0.8,0.1,0.25,4,success,7.598383872952493,7.884326831264495,0.28594295831200256,0.0362672634495725,,,
